Source,Destination,Flight Number,Airline,Duration,Departure Time,Arrival Time,Flight Type,Aircraft Type,Flight Category,Flight Price,Flight Date
Thane,Vadodara,AI895,Air India,03:42,12:18,23:38,International,Airbus A320,Economy,9623,01-02-2025
Aurangabad,Chennai,AI928,Air India,03:37,05:58,01:54,Domestic,Airbus A320,Luxury,16517,23-01-2025
Aurangabad,Jaipur,AI830,TruJet,01:56,00:08,19:56,Domestic,Boeing 737,Luxury,15590,10-12-2025
Amravati,Chennai,AI452,Air India,01:56,06:19,03:14,International,Airbus A320,Moderate,15947,12-01-2025
Mumbai,Bhopal,AI748,IndiGo,02:34,13:07,02:25,International,ATR 72,Luxury,15337,17-07-2025
Mumbai,Vadodara,AI532,TruJet,01:53,23:47,16:26,Domestic,Airbus A320,Economy,11388,07-02-2025
Jalgaon,Hyderabad,AI168,GoAir,01:25,07:42,20:43,International,Airbus A320,Economy,5868,18-03-2025
Aurangabad,Surat,AI384,Air India,03:05,12:20,07:55,Domestic,ATR 72,Luxury,8530,27-03-2025
Solapur,Udaipur,AI153,IndiGo,02:32,09:36,01:07,Domestic,Airbus A320,Economy,19447,06-07-2025
Solapur,Surat,AI431,TruJet,01:50,05:03,15:20,Domestic,Boeing 737,Luxury,6000,23-05-2025
Amravati,Ahmedabad,AI167,IndiGo,03:10,14:43,00:25,Domestic,Boeing 737,Luxury,9610,27-12-2025
Nagpur,Ahmedabad,AI646,Vistara,03:35,11:12,23:43,International,Boeing 737,Moderate,11419,20-11-2025
Nagpur,Surat,AI974,TruJet,03:38,23:23,18:41,International,Embraer E175,Moderate,6030,13-12-2025
Pune,Ahmedabad,AI189,GoAir,02:44,03:22,04:44,Domestic,Boeing 737,Luxury,6343,24-06-2025
Kolhapur,Ahmedabad,AI758,SpiceJet,03:20,16:37,22:48,Domestic,ATR 72,Luxury,10023,30-09-2025
Jalgaon,Ahmedabad,AI720,SpiceJet,02:22,10:16,04:34,International,Embraer E175,Economy,7203,22-03-2025
Pune,Hyderabad,AI436,GoAir,02:25,02:59,17:37,International,Embraer E175,Moderate,19110,15-03-2025
